Line #,Key,en Version,hy Translation
81,hy.activerecord.attributes.youtube.fullscreen,Fullscreen,Fullscreen
82,hy.activerecord.attributes.youtube.loop,Loop,Loop
83,hy.activerecord.attributes.youtube.info,Show Video Title Bar,Show Video Title Bar
84,hy.activerecord.attributes.youtube_translation.title,Title,Title
85,hy.activerecord.attributes.youtube_translation.url,Url to YouTube Video,Url to YouTube Video
86,hy.activerecord.attributes.youtube_translation.menu_lang,Player Language,Player Language
87,hy.activerecord.attributes.youtube_translation.cc,Show Caption/Subtitle,Show Caption/Subtitle
88,hy.activerecord.attributes.youtube_translation.cc_lang,Subtitle Language,Subtitle Language
89,hy.activerecord.attributes.language.locale,Locale,Locale
90,hy.activerecord.attributes.language.name,Language Name,Language Name
91,hy.activerecord.attributes.category_translation.name,Name,Name
92,hy.activerecord.attributes.page.name,Unique name for content (do not change!),Unique name for content (do not change!)
93,hy.activerecord.attributes.page_translation.title,Title to show above content,Title to show above content
94,hy.activerecord.attributes.page_translation.content,Content,Content
95,hy.activerecord.attributes.theme.is_published,Publish?,Publish?
96,hy.activerecord.attributes.theme.published_at,Date Published,Date Published
97,hy.activerecord.attributes.theme.show_home_page,Show this theme on the home page?,Show this theme on the home page?
98,hy.activerecord.attributes.theme.published_item_count,Number of Published Items,Number of Published Items
99,hy.activerecord.attributes.theme_translation.name,Name,Name
100,hy.activerecord.attributes.theme_translation.edition,Edition,Edition
101,hy.activerecord.attributes.theme_translation.description,Description,Description
102,hy.activerecord.attributes.theme_translation.permalink,URL,URL
103,hy.activerecord.attributes.story_type.sort_order,Sort Order,Sort Order
104,hy.activerecord.attributes.story_type_translation.name,Name,Name
105,hy.activerecord.attributes.story_type_translation.permalink,URL,URL
106,hy.activerecord.errors.messages.required_field,is a required field.,is a required field.
107,hy.activerecord.errors.messages.already_exists,already exists in the database.,already exists in the database.
108,hy.activerecord.errors.messages.story_authors,must have at least one person selected.,must have at least one person selected.
109,hy.activerecord.errors.messages.publish_theme,The theme cannot be published until at least one published item has been assigned to the theme.,The theme cannot be published until at least one published item has been assigned to the theme.
110,hy.mailer.closing,"Sincerely,","Sincerely,"
111,hy.mailer.signature,The Chai Khana Team,The Chai Khana Team
112,hy.mailer.unsubscribe,Click here to change your notification settings,Click here to change your notification settings
113,hy.mailer.contact.contact_form.subject,Chai Khana Contact Form,Chai Khana Contact Form
114,hy.mailer.notification.new_user.subject,Welcome to Chai Khana!,Welcome to Chai Khana!
115,hy.mailer.notification.new_user.message,"Thank you for becoming a member of Chai Khana. We look forward to exploring the stories you build!

When you have a chance, please visit your settings page so you can update your avatar, nickname, personal URL, and a summary about yourself: [settings_link].

You can manage when you would like to receive email notifications from Chai Khana by going to the notifications page: [notifications_link]. ","Thank you for becoming a member of Chai Khana. We look forward to exploring the stories you build!

When you have a chance, please visit your settings page so you can update your avatar, nickname, personal URL, and a summary about yourself: [settings_link].

You can manage when you would like to receive email notifications from Chai Khana by going to the notifications page: [notifications_link]. "
116,hy.mailer.notification.published_theme.subject,New themes have been published on Chai Khana!,New themes have been published on Chai Khana!
117,hy.mailer.notification.published_theme.message,The following themes you have expressed interest in were recently published:,The following themes you have expressed interest in were recently published:
118,hy.mailer.notification.published_story.subject,New stories have been published on Chai Khana!,New stories have been published on Chai Khana!
119,hy.mailer.notification.published_story.message,The following stories you have expressed interest in were recently published:,The following stories you have expressed interest in were recently published:
120,hy.mailer.notification.story_comment.subject,Someone has posted a comment on your story on Chai Khana!,Someone has posted a comment on your story on Chai Khana!
121,hy.mailer.notification.story_comment.message,The following stories have recently received a comment:,The following stories have recently received a comment:
122,hy.mailer.notification.story_comment.comment,1 Comment,1 Comment
123,hy.mailer.notification.story_comment.comments,%{num} Comments,%{num} Comments
124,hy.mailer.notification.story_collaboration.subject,You have been invited to collaborate on a story on Chai Khana!,You have been invited to collaborate on a story on Chai Khana!
125,hy.mailer.notification.story_collaboration.message,"You have received the following invitations to collaborate on stories with other people on Chai Khana. If you would like to accept the invitation, simply click the 'Accept the Invitation' link. If you want to decline this invitation, no action is needed on your part.","You have received the following invitations to collaborate on stories with other people on Chai Khana. If you would like to accept the invitation, simply click the 'Accept the Invitation' link. If you want to decline this invitation, no action is needed on your part."
126,hy.mailer.notification.story_collaboration.from,From,From
127,hy.mailer.notification.story_collaboration.role,Role,Role
128,hy.mailer.notification.story_collaboration.story_title,Story Title,Story Title
129,hy.mailer.notification.story_collaboration.msg,Message,Message
130,hy.mailer.notification.story_collaboration.accept_link,Accept the Invitation,Accept the Invitation
131,hy.mailer.notification.story_collaboration.all_invitations,View all of your Chai Khana collaboration invitations.,View all of your Chai Khana collaboration invitations.
132,hy.mailer.notification.processed_videos.subject,Your videos on Chai Khana have been processed!,Your videos on Chai Khana have been processed!
133,hy.mailer.notification.processed_videos.message,The following stories of yours have videos that have completed processing:,The following stories of yours have videos that have completed processing:
134,hy.mailer.notification.processed_videos.story_title,Story:,Story:
135,hy.mailer.notification.processed_videos.status,Video Processing Status: %{processed} of %{total} completed,Video Processing Status: %{processed} of %{total} completed
136,hy.mailer.notification.processed_videos.processed,Videos Processed:,Videos Processed:
137,hy.mailer.notification.processed_videos.not_processed,Videos Still Processing:,Videos Still Processing:
138,hy.mailer.notification.processed_videos.none_processed,No vidoes have been processed.,No vidoes have been processed.
139,hy.mailer.notification.processed_videos.none_processing,All videos have been processed!,All videos have been processed!
140,hy.mailer.notification.processed_video_errors.subject,Videos on Chai Khana have processing errors!,Videos on Chai Khana have processing errors!
141,hy.mailer.notification.processed_video_errors.message,The following videos had errors while being processed:,The following videos had errors while being processed:
142,hy.mailer.notification.processed_video_errors.story_id,Story ID,Story ID
143,hy.mailer.notification.processed_video_errors.asset_id,Asset ID,Asset ID
144,hy.mailer.notification.processed_video_errors.path,URL of Video,URL of Video
145,hy.helpers.actions,Actions,Actions
146,hy.helpers.links.admin,Admin Section,Admin Section
147,hy.helpers.links.edit,Edit,Edit
148,hy.helpers.links.confirm,Are you sure?,Are you sure?
149,hy.helpers.links.destroy,Delete,Delete
150,hy.helpers.links.new,New,New
151,hy.helpers.links.list,View All,View All
152,hy.helpers.links.back,View All,View All
153,hy.helpers.links.cancel,Cancel,Cancel
154,hy.helpers.links.reset,Reset,Reset
155,hy.helpers.links.view,View,View
156,hy.helpers.links.sign_in_facebook,Sign in with Facebook,Sign in with Facebook
157,hy.helpers.links.edit_story,Edit Story Settings,Edit Story Settings
158,hy.helpers.links.delete_story,Delete Story,Delete Story
159,hy.helpers.links.admin_story,Edit Content,Edit Content
160,hy.helpers.links.publish_story,Publish Story,Publish Story
161,hy.helpers.links.forgot_password,Forgot Password?,Forgot Password?
162,hy.helpers.links.change_password,Change Your Password,Change Your Password
163,hy.helpers.links.change_password2,Change Password,Change Password
164,hy.helpers.links.password_reset,Reset Password,Reset Password
165,hy.helpers.links.sign_in2,Sign In,Sign In
166,hy.helpers.links.sign_in,Already have an account?,Already have an account?
167,hy.helpers.links.sign_up2,Sign Up,Sign Up
168,hy.helpers.links.sign_up_question,Not a member yet?,Not a member yet?
169,hy.helpers.links.sign_up,Register now,Register now
170,hy.helpers.links.sign_up_title,Join Chai Khana,Join Chai Khana
171,hy.helpers.links.sign_out,Sign Out,Sign Out
172,hy.helpers.links.sign_in_provider,Sign in with %{provider},Sign in with %{provider}
173,hy.helpers.links.sign_up_provider,Sign up with %{provider},Sign up with %{provider}
174,hy.helpers.links.sign_in_local_or_provider,or log in with your email and password,or log in with your email and password
175,hy.helpers.links.reset_or_sign_in,sign in with facebook or reset your password,sign in with facebook or reset your password
176,hy.helpers.links.add_story,Add Story,Add Story
177,hy.helpers.links.users,Users,Users
178,hy.helpers.links.authors,Authors,Authors
179,hy.helpers.links.feedback,Feedback,Feedback
180,hy.helpers.links.about,About,About
181,hy.helpers.links.rss,RSS,RSS
182,hy.helpers.links.themes,Themes,Themes
183,hy.helpers.links.story_types,Types,Types
184,hy.helpers.links.languages,Languages,Languages
185,hy.helpers.links.follow,Follow,Follow
186,hy.helpers.links.facebook,Facebook,Facebook
187,hy.helpers.links.twitter,Twitter,Twitter
188,hy.helpers.links.youtube,YouTube,YouTube
189,hy.helpers.links.subscribe,Subscribe,Subscribe
190,hy.helpers.links.user_settings,Settings,Settings
191,hy.helpers.links.like,Like,Like
192,hy.helpers.links.likes,Likes,Likes
193,hy.helpers.links.comments,Comment on this story,Comment on this story
194,hy.helpers.links.views,%{num} views,%{num} views
195,hy.helpers.links.tags,Tags,Tags
196,hy.helpers.links.menu,Menu,Menu
197,hy.helpers.links.pages,Edit Text on Site,Edit Text on Site
198,hy.helpers.links.next,Next,Next
199,hy.helpers.links.feed,Feed,Feed
200,hy.helpers.links.story_menu.link.story,Story,Story
201,hy.helpers.links.story_menu.link.story_settings,Story Settings,Story Settings
202,hy.helpers.links.story_menu.link.collaborators,Collaborators,Collaborators
203,hy.helpers.links.story_menu.link.preview,Preview,Preview
204,hy.helpers.links.story_menu.link.publish,Publish,Publish
205,hy.helpers.links.story_menu.link.unpublish,Unpublish,Unpublish
206,hy.helpers.links.story_menu.link.review,Private URL,Private URL
207,hy.helpers.links.story_menu.link.clone,Clone,Clone
208,hy.helpers.links.story_menu.link.export,Download,Download
209,hy.helpers.links.story_menu.link.delete_story,Delete,Delete
210,hy.helpers.links.story_menu.link.translations,Translations,Translations
211,hy.helpers.links.story_menu.title.story,Edit your story,Edit your story
212,hy.helpers.links.story_menu.title.story_settings,"Edit story title, authors, URL, summary, thumbnail, language, tags and/or categories, content etc.","Edit story title, authors, URL, summary, thumbnail, language, tags and/or categories, content etc."
213,hy.helpers.links.story_menu.title.collaborators,Manage which users have access to edit your story,Manage which users have access to edit your story
214,hy.helpers.links.story_menu.title.preview,See how your story looks,See how your story looks
215,hy.helpers.links.story_menu.title.publish,Make your story viewable to the world,Make your story viewable to the world
216,hy.helpers.links.story_menu.title.unpublish,Make your story NOT viewable to the world,Make your story NOT viewable to the world
217,hy.helpers.links.story_menu.title.review,URL to share this story before publishing,URL to share this story before publishing
218,hy.helpers.links.story_menu.title.clone,Copy this story into a new story,Copy this story into a new story
219,hy.helpers.links.story_menu.title.export,Download the complete story,Download the complete story
220,hy.helpers.links.story_menu.title.delete_story,Deleting a story cannot be undone,Deleting a story cannot be undone
221,hy.helpers.links.story_menu.title.translations,Translate your story into other languages,Translate your story into other languages
222,hy.helpers.titles.new,New %{model},New %{model}
223,hy.helpers.titles.edit,Edit %{model},Edit %{model}
224,hy.helpers.titles.story_list,My Stories,My Stories
225,hy.helpers.hints.nickname,"Your nickname is used in the URL to your published stories (e.g., nickname/story-title)","Your nickname is used in the URL to your published stories (e.g., nickname/story-title)"
226,hy.helpers.hints.local_avatar,Image that is shown in the header bar and on your user page (png and jpg only).,Image that is shown in the header bar and on your user page (png and jpg only).
227,hy.helpers.hints.avatar,Image that is shown on the Author's page (png and jpg only).,Image that is shown on the Author's page (png and jpg only).
228,hy.helpers.hints.like,Like this story,Like this story
229,hy.helpers.hints.unlike,Unlike this story,Unlike this story
230,hy.helpers.hints.staff_pick,Select as Staff Pick,Select as Staff Pick
231,hy.helpers.hints.staff_unpick,Unselect as Staff Pick,Unselect as Staff Pick
232,hy.helpers.hints.is_staff_pick,Staff Pick,Staff Pick
233,hy.helpers.hints.clone_asset,"If checked, the file to the left will be used for this translation","If checked, the file to the left will be used for this translation"
234,hy.app.language.en,English,English
235,hy.app.language.ka,ქართული,ქართული
236,hy.app.language.hy,Հայերեն,Հայերեն
237,hy.app.language.ru,Русский,Русский
238,hy.app.language.az,Azərbaycan,Azərbaycan
239,hy.app.buttons.back,View All,View All
240,hy.app.buttons.list,View All,View All
241,hy.app.buttons.admin,Admin Section,Admin Section
242,hy.app.buttons.delete,Delete,Delete
243,hy.app.buttons.edit,Edit,Edit
244,hy.app.buttons.show,Show,Show
245,hy.app.buttons.cancel,Cancel,Cancel
246,hy.app.buttons.update,Update,Update
247,hy.app.buttons.save,Save,Save
248,hy.app.buttons.save_and_next,Save & Next,Save & Next
249,hy.app.buttons.create,Create,Create
250,hy.app.buttons.reset,Reset,Reset
251,hy.app.buttons.remove,Remove,Remove
252,hy.app.buttons.confirm,Are you sure?,Are you sure?
253,hy.app.buttons.new,New,New
254,hy.app.buttons.add_section,Add Section,Add Section
255,hy.app.buttons.add_item,Add Item into Section,Add Item into Section
256,hy.app.buttons.up,Move Selected Section/Item Up,Move Selected Section/Item Up
257,hy.app.buttons.down,Move Selected Section/Item Down,Move Selected Section/Item Down
258,hy.app.buttons.delete_item,Delete Selected Section/Item,Delete Selected Section/Item
259,hy.app.buttons.preview,Preview,Preview
260,hy.app.buttons.preview_image,Preview Image,Preview Image
261,hy.app.buttons.preview_video,Preview Video,Preview Video
262,hy.app.buttons.preview_audio,Listen To Audio,Listen To Audio
263,hy.app.buttons.publish,Publish,Publish
264,hy.app.buttons.unpublish,Unpublish,Unpublish
265,hy.app.buttons.clone,Copy this story into a new story,Copy this story into a new story
266,hy.app.buttons.export,Download the complete story,Download the complete story
267,hy.app.buttons.scroll,Scroll,Scroll
268,hy.app.buttons.reviewer_key,Get URL to share this story before publishing,Get URL to share this story before publishing
269,hy.app.buttons.reviewer_key_published,Your story is published so there is no need to share this non-published URL,Your story is published so there is no need to share this non-published URL
270,hy.app.buttons.explore,Explore,Explore
271,hy.app.common.app_name_not_trans,Chai Khana,Chai Khana
272,hy.app.common.app_name,Chai Khana,Chai Khana
273,hy.app.common.app_intro,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.
274,hy.app.common.app_intro_meta,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.,Chai Khana is an NGO that provides cross-border journalistic trainings and online publishing for issue-based multi-media coverage in the South Caucasus region.
275,hy.app.common.powered_by,Powered by,Powered by
276,hy.app.common.powered_by_js,Jumpstart Georgia,Jumpstart Georgia
277,hy.app.common.powered_by_end,"",""
278,hy.app.common.embed_slogan,Build your story with Chai Khana,Build your story with Chai Khana
279,hy.app.common.added_on,Added on: %{date},Added on: %{date}
280,hy.app.common.last_sign_in,Logged in last: %{date},Logged in last: %{date}
281,hy.app.common.admin,Admin,Admin
282,hy.app.common.sign_out,Sign Out,Sign Out
283,hy.app.common.jumpstart,JumpStart Georgia,JumpStart Georgia
284,hy.app.common.js_link_title,JumpStart Georgia - We communicate data better!,JumpStart Georgia - We communicate data better!
285,hy.app.common.js_link_text,Built by,Built by
286,hy.app.common.search,Search for Story ...,Search for Story ...
287,hy.app.common.build,Build Story,Build Story
288,hy.app.common.explore,Explore Stories,Explore Stories
289,hy.app.common.about_story,About,About
290,hy.app.common.likes,Likes,Likes
291,hy.app.common.comments,Comments,Comments
292,hy.app.common.publish_date,Publish Date,Publish Date
293,hy.app.common.follow,Follow,Follow
294,hy.app.common.following,Following,Following
295,hy.app.common.follow_link_title,Click to receive notifications whenever this author publishes new stories,Click to receive notifications whenever this author publishes new stories
296,hy.app.common.unfollow_link_title,Click to stop receiving notifications whenever this author publishes new stories,Click to stop receiving notifications whenever this author publishes new stories
297,hy.app.common.email,Email,Email
298,hy.app.common.views,Views,Views
299,hy.app.common.permalink,Permalink,Permalink
300,hy.app.common.shortened_url,Short URL,Short URL
301,hy.app.common.share_story,Share this story,Share this story
302,hy.app.common.share_facebook,Share on Facebook,Share on Facebook
303,hy.app.common.share_twitter,Share on Twitter,Share on Twitter
304,hy.app.common.share,Share,Share
305,hy.app.common.staff_pick,Staff Pick,Staff Pick
306,hy.app.common.wide,wide,wide
307,hy.app.common.partial,Link to Story,Link to Story
308,hy.app.common.partial_text,"Embed a link to the story that has the same look as the story links on the home page of Chai Khana (image, title, author, etc)","Embed a link to the story that has the same look as the story links on the home page of Chai Khana (image, title, author, etc)"
309,hy.app.common.full,Full Story,Full Story
310,hy.app.common.full_text,Embed the complete story on another website. We suggest you make the width as large as possible to produce the best look.,Embed the complete story on another website. We suggest you make the width as large as possible to produce the best look.
311,hy.app.common.feed,Chai Khana Feeds,Chai Khana Feeds
312,hy.app.common.home,Home,Home
313,hy.app.common.required,Required,Required
314,hy.app.common.nothing_selected,Nothing Selected,Nothing Selected
315,hy.app.common.clone_asset,Use the original file?,Use the original file?
316,hy.app.common.embed,Embed Code,Embed Code
317,hy.app.common.scroll_top,Scroll to the top,Scroll to the top
318,hy.app.msgs.does_not_exist,You tried to access a page that does not exist.,You tried to access a page that does not exist.
319,hy.app.msgs.not_authorized,You are not authorized to view that page.,You are not authorized to view that page.
320,hy.app.msgs.success_created,%{obj} was successfully created.,%{obj} was successfully created.
321,hy.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} was successfully updated.
322,hy.app.msgs.success_publish,%{obj} was successfully published.,%{obj} was successfully published.
323,hy.app.msgs.success_unpublish,%{obj} was successfully unpublished.,%{obj} was successfully unpublished.
324,hy.app.msgs.success_clone,%{obj} was successfully cloned to %{to}.,%{obj} was successfully cloned to %{to}.
325,hy.app.msgs.error_created,%{obj} wasn't created: %{err},%{obj} wasn't created: %{err}
326,hy.app.msgs.error_updated,%{obj} wasn't updated: %{err},%{obj} wasn't updated: %{err}
327,hy.app.msgs.error_publish,%{obj} wasn't published: %{err},%{obj} wasn't published: %{err}
328,hy.app.msgs.error_publish_missing_fields,%{obj} can't be published until you provide a summary and thumbnail image.,%{obj} can't be published until you provide a summary and thumbnail image.
329,hy.app.msgs.error_publish_missing_fields_link,Add the missing content.,Add the missing content.
330,hy.app.msgs.error_publish_missing_sections,At least one Section required before publishing.,At least one Section required before publishing.
331,hy.app.msgs.error_publish_missing_content_section,All Text Sections must have content in it.,All Text Sections must have content in it.
332,hy.app.msgs.error_publish_missing_translations,The story must be completely translated in %{lang} in order to be published.,The story must be completely translated in %{lang} in order to be published.
333,hy.app.msgs.error_unpublish,%{obj} wasn't unpublished: %{err},%{obj} wasn't unpublished: %{err}
334,hy.app.msgs.error_clone,%{obj} wasn't cloned.,%{obj} wasn't cloned.
335,hy.app.msgs.error_clone_notification,Error occurred while cloning story: %{msg},Error occurred while cloning story: %{msg}
336,hy.app.msgs.error_export,Story can't be downloaded.,Story can't be downloaded.
337,hy.app.msgs.error_get_data,The selected item could not be found,The selected item could not be found
338,hy.app.msgs.select_section,Please select a Section first in order to add an Item,Please select a Section first in order to add an Item
339,hy.app.msgs.staff_pick,The story has been selected as a Staff Pick,The story has been selected as a Staff Pick
340,hy.app.msgs.staff_unpick,The story has been unselected as a Staff Pick,The story has been unselected as a Staff Pick
341,hy.app.msgs.success_settings,Your settings were successfully updated.,Your settings were successfully updated.
342,hy.app.msgs.success_remove_avatar,Your Facebook avatar is now being used.,Your Facebook avatar is now being used.
343,hy.app.msgs.nickname_duplicate,This user URL already exists.,This user URL already exists.
344,hy.app.msgs.nickname_url,Your URL will be:,Your URL will be:
345,hy.app.msgs.story_duplicate,This story URL already exists.,This story URL already exists.
346,hy.app.msgs.story_url,Story URL will be:,Story URL will be:
347,hy.app.msgs.invitation.accepted,You have accepted the invitation to collaborate on '%{title}',You have accepted the invitation to collaborate on '%{title}'
348,hy.app.msgs.invitation.accepted_already,You have already accepted the invitation to collaborate on '%{title}',You have already accepted the invitation to collaborate on '%{title}'
349,hy.app.msgs.invitation.bad,"Sorry, your invitation could not be found or the story has been deleted.","Sorry, your invitation could not be found or the story has been deleted."
350,hy.app.msgs.invitation.declined,Your invitation was declined,Your invitation was declined
351,hy.app.msgs.one_section.content,Only one Item can be added to a Text section,Only one Item can be added to a Text section
352,hy.app.msgs.one_section.slideshow,Only one Item can be added to an Image Slideshow section,Only one Item can be added to an Image Slideshow section
353,hy.app.msgs.one_section.embed_media,Only one Item can be added to an Embed Online Media section,Only one Item can be added to an Embed Online Media section
354,hy.app.msgs.one_section.youtube,Only one Item can be added to a YouTube section,Only one Item can be added to a YouTube section
355,hy.app.msgs.one_section.general,Only one Item can be added to this type of section,Only one Item can be added to this type of section
356,hy.app.msgs.destroy_story.success,Story was successfully deleted.,Story was successfully deleted.
357,hy.app.msgs.destroy_story.error,Error occurred while deleting the story: %{err},Error occurred while deleting the story: %{err}
358,hy.app.msgs.destroy_item.success,Item was successfully deleted.,Item was successfully deleted.
359,hy.app.msgs.destroy_item.error,Error occurred while deleting the item: %{err},Error occurred while deleting the item: %{err}
360,hy.app.msgs.destroy_item.error_not_found,Item could not be found to delete.,Item could not be found to delete.
361,hy.app.msgs.embed_code,Copy and paste this embed code into your web page,Copy and paste this embed code into your web page
362,hy.app.msgs.collaborators.success_remove,%{name} was removed as a collaborator,%{name} was removed as a collaborator
363,hy.app.msgs.collaborators.user_not_found,User to remove as a collaborator could not be found,User to remove as a collaborator could not be found
