Line #,Key,en Version,az Translation
480,az.stories.collaborators.language_label,Select the translation language(s),Select the translation language(s)
481,az.stories.collaborators.translator_label,Enter the name or email address of the translator,Enter the name or email address of the translator
482,az.stories.collaborators.translator_add,Add Another Translator,Add Another Translator
483,az.stories.collaborators.translator_remove,Remove Translator,Remove Translator
484,az.stories.collaborators.message,Add Message to Notification (optional),Add Message to Notification (optional)
485,az.stories.collaborators.submit,Send Collaboration Invitation,Send Collaboration Invitation
486,az.stories.media.form_title,Full-Screen Media Slideshow Form,Full-Screen Media Slideshow Form
487,az.stories.media.left,Left,Left
488,az.stories.media.center,Center,Center
489,az.stories.media.right,Right,Right
490,az.stories.media.image,Image,Image
491,az.stories.media.video,Video,Video
492,az.stories.media.floating,Floating,Floating
493,az.stories.media.fixed,Fixed,Fixed
494,az.stories.media.placeholder.title,Media title,Media title
495,az.stories.media.placeholder.caption,Caption text,Caption text
496,az.stories.media.placeholder.source,Source of the image/video,Source of the image/video
497,az.stories.media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
498,az.stories.media.hint.media_type,"For videos, an image is necessary because videos are not loaded on mobile devices.","For videos, an image is necessary because videos are not loaded on mobile devices."
499,az.stories.media.hint.caption,"Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden.","Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden."
500,az.stories.media.hint.source,"Source of the image/video, appears in the bottom-right corner","Source of the image/video, appears in the bottom-right corner"
501,az.stories.media.hint.image,Only jpg format allowed; 4MB file size limit,Only jpg format allowed; 4MB file size limit
502,az.stories.media.hint.video,"Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes.","Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes."
503,az.stories.media.hint.caption_align,The Caption text will appear on top of the image/video (appears on the left by default) ,The Caption text will appear on top of the image/video (appears on the left by default) 
504,az.stories.media.hint.infobox_type,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video
505,az.stories.media.hint.video_loop,"If checked, the video will loop infinitly, otherwise the video will not loop","If checked, the video will loop infinitly, otherwise the video will not loop"
506,az.stories.section.form_title,Section Form,Section Form
507,az.stories.section.yes,Yes,Yes
508,az.stories.section.no,No,No
509,az.stories.section.placeholder.title,Section title,Section title
510,az.stories.section.hint.title,"This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut","This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut"
511,az.stories.section.hint.type,Selecting this type determines what kind of information you can add into this section,Selecting this type determines what kind of information you can add into this section
512,az.stories.section.hint.has_marker,"If checked, there will be a navigation shortcut link to go to this section","If checked, there will be a navigation shortcut link to go to this section"
513,az.stories.section.hint.audio,Background audio to play while this section is in view (mp3 format only; 10mb file size limit),Background audio to play while this section is in view (mp3 format only; 10mb file size limit)
514,az.stories.section.hint.delete_audio,"If checked, the Audio Track will be deleted","If checked, the Audio Track will be deleted"
515,az.stories.content.form_title,Text Form,Text Form
516,az.stories.content.placeholder.title,Text title,Text title
517,az.stories.content.placeholder.caption,optional,optional
518,az.stories.content.placeholder.sub_caption,optional,optional
519,az.stories.content.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
520,az.stories.content.hint.caption,Heading of text will appear at the top of the section,Heading of text will appear at the top of the section
521,az.stories.content.hint.sub_caption,Subheading of text will appear below the Heading,Subheading of text will appear below the Heading
522,az.stories.content.hint.content,"Text can include html, css styling and images","Text can include html, css styling and images"
523,az.stories.reviewer_key.title,Private URL,Private URL
524,az.stories.reviewer_key.desc,"You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it.","You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it."
525,az.stories.slideshow.form_title,Image Slideshow Form,Image Slideshow Form
526,az.stories.slideshow.add_image,Add Image,Add Image
527,az.stories.slideshow.placeholder.title,Slideshow Title,Slideshow Title
528,az.stories.slideshow.placeholder.caption,optional,optional
529,az.stories.slideshow.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
530,az.stories.slideshow.hint.caption,Heading will appear at the top of the slideshow,Heading will appear at the top of the slideshow
531,az.stories.asset_fields.remove_image,Remove,Remove
532,az.stories.asset_fields.placeholder.caption,optional,optional
533,az.stories.asset_fields.placeholder.source,optional,optional
534,az.stories.asset_fields.hint.caption,Image Description will appear below the image,Image Description will appear below the image
535,az.stories.asset_fields.hint.source,Source will appear below the Image Description,Source will appear below the Image Description
536,az.stories.asset_fields.hint.asset,Only jpg and png format allowed; 4MB file size limit,Only jpg and png format allowed; 4MB file size limit
537,az.stories.asset_fields.label.caption,Image Description,Image Description
538,az.stories.asset_fields.label.source,Image Source,Image Source
539,az.stories.embed_media.form_title,Embed Online Media Form,Embed Online Media Form
540,az.stories.embed_media.get_media,Get Online Media,Get Online Media
541,az.stories.embed_media.preview,Preview of Online Media,Preview of Online Media
542,az.stories.embed_media.error,The URL could not be processed. Please try again.,The URL could not be processed. Please try again.
543,az.stories.embed_media.placeholder.title,Embed Online Media Title,Embed Online Media Title
544,az.stories.embed_media.placeholder.url,Url to online media,Url to online media
545,az.stories.embed_media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
546,az.stories.embed_media.hint.url,"The following sites can be used for embeding online media: AUDIO: Soundcloud, Spotify; VIDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED","The following sites can be used for embeding online media: AUDIO: Soundcloud, Spotify; VIDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED"
547,az.stories.youtube.form_title,YouTube Video Form,YouTube Video Form
548,az.stories.youtube.get_media,Get Youtube Video,Get Youtube Video
549,az.stories.youtube.preview,Preview of YouTube Video,Preview of YouTube Video
550,az.stories.youtube.error,The URL could not be processed. Please try again.,The URL could not be processed. Please try again.
551,az.stories.youtube.placeholder.title,YouTube Title,YouTube Title
552,az.stories.youtube.placeholder.url,Url to YouTube video,Url to YouTube video
553,az.stories.youtube.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
554,az.stories.youtube.hint.url,Copy a YouTube URL and paste it here,Copy a YouTube URL and paste it here
555,az.stories.youtube.hint.fullscreen,"If checked, the video will take up the entire screen","If checked, the video will take up the entire screen"
556,az.stories.youtube.hint.loop,"If checked, the video will loop over and over","If checked, the video will loop over and over"
557,az.stories.youtube.hint.info,"If checked, the title bar will be shown on top of the video","If checked, the title bar will be shown on top of the video"
558,az.stories.youtube.hint.cc,"If checked, the video subtitles will be shown by default","If checked, the video subtitles will be shown by default"
559,az.stories.youtube.hint.menu_lang,Language of the YouTube menu/controls,Language of the YouTube menu/controls
560,az.stories.youtube.hint.cc_lang,Language of the subtitles to show by default,Language of the subtitles to show by default
561,az.storyteller.byline,By,By
562,az.storyteller.byline_media,Photos and videos by ,Photos and videos by 
563,az.storyteller.byline_translator,Translated by ,Translated by 
564,az.storyteller.source,Source:,Source:
565,az.storyteller.by,by,by
566,az.settings.index.title,Settings,Settings
567,az.settings.index.facebook_avatar,This is your avatar from Facebook.,This is your avatar from Facebook.
568,az.settings.index.use_facebook_avatar,Use Facebook Avatar,Use Facebook Avatar
569,az.settings.index.hint.about,Short summary about yourself.  This will be shown with the stories that you publish.,Short summary about yourself.  This will be shown with the stories that you publish.
570,az.settings.index.hint.default_story_locale,Select the language you want to use by default when creating a new story.,Select the language you want to use by default when creating a new story.
571,az.settings.index.submit,Save Settings,Save Settings
572,az.settings.invitations.title,Collaboration Invitations,Collaboration Invitations
573,az.settings.invitations.no_invitations,At this time you have no invitations waiting for you.,At this time you have no invitations waiting for you.
574,az.settings.invitations.accept_link,Accept,Accept
575,az.settings.invitations.decline_link,Decline,Decline
576,az.settings.invitations.header_date,Date Sent,Date Sent
577,az.settings.invitations.header_story,Story Title,Story Title
578,az.settings.invitations.header_role,Role,Role
579,az.settings.invitations.header_from,Sent By,Sent By
580,az.settings.notifications.title,Notifications,Notifications
581,az.settings.notifications.all_sub_title,All Notifications,All Notifications
582,az.settings.notifications.all_label,Do you want to recieve any notifications from Chai Khana?,Do you want to recieve any notifications from Chai Khana?
583,az.settings.notifications.all_no,"No, do not send me any notifications.","No, do not send me any notifications."
584,az.settings.notifications.all_yes,"Yes, I want notifications sent to me.","Yes, I want notifications sent to me."
585,az.settings.notifications.story_comment_sub_title,New Story Comment Notifications,New Story Comment Notifications
586,az.settings.notifications.story_comment_label,Do you want to recieve notifications when a comment is made to one of your stories?,Do you want to recieve notifications when a comment is made to one of your stories?
587,az.settings.notifications.story_comment_no,"No, do not send me any notifications.","No, do not send me any notifications."
588,az.settings.notifications.story_comment_yes,"Yes, I want notifications sent to me.","Yes, I want notifications sent to me."
589,az.settings.notifications.new_stories_sub_title,New Story Notifications,New Story Notifications
590,az.settings.notifications.new_stories_all,Notify me when any story is added.,Notify me when any story is added.
591,az.settings.notifications.new_stories_none,I do not want to receive notifications when a new story is added.,I do not want to receive notifications when a new story is added.
592,az.settings.notifications.new_stories_by_category,Notify me when a story is added to:,Notify me when a story is added to:
593,az.settings.notifications.language_sub_title,Notification Language,Notification Language
594,az.settings.notifications.language_label,In what language do you want to receive the notifications?,In what language do you want to receive the notifications?
595,az.settings.notifications.following_sub_title,Chai Khana Users You Are Following,Chai Khana Users You Are Following
596,az.settings.notifications.following_label,"You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image.","You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image."
597,az.settings.notifications.following_not,"At this time, you are not following any users.","At this time, you are not following any users."
598,az.settings.notifications.following_title1,Click to unfollow '%{nickname}',Click to unfollow '%{nickname}'
599,az.settings.notifications.following_title2,Click to follow '%{nickname}',Click to follow '%{nickname}'
600,az.settings.notifications.submit,Save Settings,Save Settings
601,az.imageuploader.missing,An error occurred while processing your image. Please try again.,An error occurred while processing your image. Please try again.
602,az.imageuploader.invalid_type,Invalid file type. Only .jpg or .png is allowed.,Invalid file type. Only .jpg or .png is allowed.
603,az.imageuploader.size_limit,Image file size is limited to 4MB,Image file size is limited to 4MB
604,az.devise.mailer.reset_password_instructions.title,Hello %{nickname}!,Hello %{nickname}!
605,az.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on Chai Khana, and you can do this through the link below.","Someone has requested a link to change your password on Chai Khana, and you can do this through the link below."
606,az.devise.mailer.reset_password_instructions.link_title,Change my password,Change my password
607,az.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","If you didn't request this, please ignore this email."
608,az.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,Your password won't change until you access the link above and create a new one.
