Line #,Key,en Version,ru Translation
276,ru.app.common.js_link_text,Built by,Built by
277,ru.app.common.search,Search for Story ...,Search for Story ...
278,ru.app.common.build,Build Story,Build Story
279,ru.app.common.explore,Explore Stories,Explore Stories
280,ru.app.common.about_story,About,About
281,ru.app.common.likes,Likes,Likes
282,ru.app.common.comments,Comments,Comments
283,ru.app.common.publish_date,Publish Date,Publish Date
284,ru.app.common.follow,Follow,Follow
285,ru.app.common.following,Following,Following
286,ru.app.common.follow_link_title,Click to receive notifications whenever this user publishes new stories,Click to receive notifications whenever this user publishes new stories
287,ru.app.common.unfollow_link_title,Click to stop receiving notifications whenever this user publishes new stories,Click to stop receiving notifications whenever this user publishes new stories
288,ru.app.common.email,Email,Email
289,ru.app.common.views,Views,Views
290,ru.app.common.permalink,Permalink,Permalink
291,ru.app.common.shortened_url,Short URL,Short URL
292,ru.app.common.share_story,Share this story,Share this story
293,ru.app.common.share_facebook,Share on Facebook,Share on Facebook
294,ru.app.common.share_twitter,Share on Twitter,Share on Twitter
295,ru.app.common.share,Share,Share
296,ru.app.common.staff_pick,Staff Pick,Staff Pick
297,ru.app.common.wide,wide,wide
298,ru.app.common.partial,Link to Story,Link to Story
299,ru.app.common.partial_text,"Embed a link to the story that has the same look as the story links on the home page of Chai Khana (image, title, author, etc)","Embed a link to the story that has the same look as the story links on the home page of Chai Khana (image, title, author, etc)"
300,ru.app.common.full,Full Story,Full Story
301,ru.app.common.full_text,Embed the complete story on another website. We suggest you make the width as large as possible to produce the best look.,Embed the complete story on another website. We suggest you make the width as large as possible to produce the best look.
302,ru.app.common.feed,Chai Khana Feed Channel,Chai Khana Feed Channel
303,ru.app.common.home,Home,Home
304,ru.app.common.required,Required,Required
305,ru.app.common.nothing_selected,Nothing Selected,Nothing Selected
306,ru.app.common.clone_asset,Use the original file?,Use the original file?
307,ru.app.msgs.does_not_exist,You tried to access a page that does not exist.,You tried to access a page that does not exist.
308,ru.app.msgs.not_authorized,You are not authorized to view that page.,You are not authorized to view that page.
309,ru.app.msgs.success_created,%{obj} was successfully created.,%{obj} was successfully created.
310,ru.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} was successfully updated.
311,ru.app.msgs.success_publish,%{obj} was successfully published.,%{obj} was successfully published.
312,ru.app.msgs.success_unpublish,%{obj} was successfully unpublished.,%{obj} was successfully unpublished.
313,ru.app.msgs.success_clone,%{obj} was successfully cloned to %{to}.,%{obj} was successfully cloned to %{to}.
314,ru.app.msgs.error_created,%{obj} wasn't created: %{err},%{obj} wasn't created: %{err}
315,ru.app.msgs.error_updated,%{obj} wasn't updated: %{err},%{obj} wasn't updated: %{err}
316,ru.app.msgs.error_publish,%{obj} wasn't published: %{err},%{obj} wasn't published: %{err}
317,ru.app.msgs.error_publish_missing_fields,%{obj} can't be published until you provide a summary and thumbnail image.,%{obj} can't be published until you provide a summary and thumbnail image.
318,ru.app.msgs.error_publish_missing_fields_link,Add the missing content.,Add the missing content.
319,ru.app.msgs.error_publish_missing_content_section,At least one section required.,At least one section required.
320,ru.app.msgs.error_unpublish,%{obj} wasn't unpublished: %{err},%{obj} wasn't unpublished: %{err}
321,ru.app.msgs.error_clone,%{obj} wasn't cloned.,%{obj} wasn't cloned.
322,ru.app.msgs.error_clone_notification,Error occurred while cloning story: %{msg},Error occurred while cloning story: %{msg}
323,ru.app.msgs.error_export,Story can't be downloaded.,Story can't be downloaded.
324,ru.app.msgs.error_get_data,The selected item could not be found,The selected item could not be found
325,ru.app.msgs.select_section,Please select a Section first in order to add an Item,Please select a Section first in order to add an Item
326,ru.app.msgs.staff_pick,The story has been selected as a Staff Pick,The story has been selected as a Staff Pick
327,ru.app.msgs.staff_unpick,The story has been unselected as a Staff Pick,The story has been unselected as a Staff Pick
328,ru.app.msgs.success_settings,Your settings were successfully updated.,Your settings were successfully updated.
329,ru.app.msgs.success_remove_avatar,Your Facebook avatar is now being used.,Your Facebook avatar is now being used.
330,ru.app.msgs.nickname_duplicate,This user URL already exists.,This user URL already exists.
331,ru.app.msgs.nickname_url,Your URL will be:,Your URL will be:
332,ru.app.msgs.story_duplicate,This story URL already exists.,This story URL already exists.
333,ru.app.msgs.story_url,Story URL will be:,Story URL will be:
334,ru.app.msgs.invitation.accepted,You have accepted the invitation to collaborate on '%{title}',You have accepted the invitation to collaborate on '%{title}'
335,ru.app.msgs.invitation.accepted_already,You have already accepted the invitation to collaborate on '%{title}',You have already accepted the invitation to collaborate on '%{title}'
336,ru.app.msgs.invitation.bad,"Sorry, your invitation could not be found or the story has been deleted.","Sorry, your invitation could not be found or the story has been deleted."
337,ru.app.msgs.invitation.declined,Your invitation was declined,Your invitation was declined
338,ru.app.msgs.one_section.content,Only one Item can be added to a Text section,Only one Item can be added to a Text section
339,ru.app.msgs.one_section.slideshow,Only one Item can be added to an Image Slideshow section,Only one Item can be added to an Image Slideshow section
340,ru.app.msgs.one_section.embed_media,Only one Item can be added to an Embed Online Media section,Only one Item can be added to an Embed Online Media section
341,ru.app.msgs.one_section.youtube,Only one Item can be added to a YouTube section,Only one Item can be added to a YouTube section
342,ru.app.msgs.one_section.general,Only one Item can be added to this type of section,Only one Item can be added to this type of section
343,ru.app.msgs.destroy_story.success,Story was successfully deleted.,Story was successfully deleted.
344,ru.app.msgs.destroy_story.error,Error occurred while deleting the story: %{err},Error occurred while deleting the story: %{err}
345,ru.app.msgs.destroy_item.success,Item was successfully deleted.,Item was successfully deleted.
346,ru.app.msgs.destroy_item.error,Error occurred while deleting the item: %{err},Error occurred while deleting the item: %{err}
347,ru.app.msgs.destroy_item.error_not_found,Item could not be found to delete.,Item could not be found to delete.
348,ru.app.msgs.embed_code,Copy and paste this embed code into your web page,Copy and paste this embed code into your web page
349,ru.app.msgs.collaborators.success_remove,%{name} was removed as a collaborator,%{name} was removed as a collaborator
350,ru.app.msgs.collaborators.user_not_found,User to remove as a collaborator could not be found,User to remove as a collaborator could not be found
351,ru.app.msgs.collaborators.no_permission,You do not have permission to remove this collaborator,You do not have permission to remove this collaborator
352,ru.app.msgs.collaborators.success_invitations,Invitations were sent!,Invitations were sent!
353,ru.app.msgs.collaborators.error_invitations_all,No invitations were sent due to the following erros: %{msg},No invitations were sent due to the following erros: %{msg}
354,ru.app.msgs.collaborators.error_invitations_some,"Some invitations were sent, but some were not due to the following erros: %{msg}","Some invitations were sent, but some were not due to the following erros: %{msg}"
355,ru.app.msgs.notification.true,You will be sent notifications.,You will be sent notifications.
356,ru.app.msgs.notification.false,You will not be sent notifications.,You will not be sent notifications.
357,ru.app.msgs.notification.new_story_all_success,You will recieve a notification whenever a story is added.,You will recieve a notification whenever a story is added.
358,ru.app.msgs.notification.new_story_none_success,You will not receive any notifications when stories are added.,You will not receive any notifications when stories are added.
359,ru.app.msgs.notification.new_story_by_category_success,You will receive a notification when a story is added to these categories: %{categories}.,You will receive a notification when a story is added to these categories: %{categories}.
360,ru.app.msgs.notification.story_comments_yes,You will be sent notifications when a comment is made to one of your stories.,You will be sent notifications when a comment is made to one of your stories.
361,ru.app.msgs.notification.story_comments_no,You will not be sent notifications when a comment is made to one of your stories.,You will not be sent notifications when a comment is made to one of your stories.
362,ru.app.msgs.notification.following_no,You will no longer receive notifications about new stories from '%{nickname}'.,You will no longer receive notifications about new stories from '%{nickname}'.
363,ru.app.msgs.notification.language,You will be sent notifications in %{language}.,You will be sent notifications in %{language}.
364,ru.app.msgs.fail_change_order,The item was not able to be moved,The item was not able to be moved
365,ru.app.msgs.nothing_selected,Please select a section/item to delete,Please select a section/item to delete
366,ru.app.msgs.fail_delete,The section/item could not be deleted,The section/item could not be deleted
367,ru.app.msgs.confirm_delete,Are you sure you want to delete this section/item?,Are you sure you want to delete this section/item?
368,ru.app.msgs.video_processed,Your video is processed,Your video is processed
369,ru.app.msgs.video_not_processed,Your video is being processed,Your video is being processed
370,ru.app.msgs.not_found_for_update,The record to update could not be found in the database.,The record to update could not be found in the database.
371,ru.section_types.content.name,Text,Text
372,ru.section_types.content.description,"Can include html, css styling and images","Can include html, css styling and images"
373,ru.section_types.media.name,Full-Screen Media Slideshow,Full-Screen Media Slideshow
374,ru.section_types.media.description,Images and/or videos as a full-screen vertical slideshow,Images and/or videos as a full-screen vertical slideshow
375,ru.section_types.slideshow.name,Image Slideshow,Image Slideshow
376,ru.section_types.slideshow.description,Images in a horizontal slideshow,Images in a horizontal slideshow
377,ru.section_types.embed_media.name,Embed Online Media,Embed Online Media
378,ru.section_types.embed_media.description,"YouTube, Vimeo, etc","YouTube, Vimeo, etc"
379,ru.section_types.youtube.name,YouTube Video,YouTube Video
380,ru.section_types.youtube.description,YouTube video with ability to setting caption language,YouTube video with ability to setting caption language
381,ru.story_role.editor,Editor,Editor
382,ru.story_role.translator,Translator,Translator
383,ru.message_types.bug,Report a Bug,Report a Bug
384,ru.message_types.feature,Request a Feature,Request a Feature
385,ru.message_types.feedback,General Feedback,General Feedback
386,ru.filters.all,All,All
387,ru.filters.matches,Matches,Matches
388,ru.filters.staff_pick,Staff Pick,Staff Pick
389,ru.filters.staff_pick_title,View stories that have been selected as Staff Picks,View stories that have been selected as Staff Picks
390,ru.filters.staff_pick_title_active,Remove Staff Pick filter,Remove Staff Pick filter
391,ru.filters.sort_header,Sorted By,Sorted By
392,ru.filters.sort_title,Indicate how the stories should be sorted,Indicate how the stories should be sorted
393,ru.filters.filters,Filters,Filters
394,ru.filters.all_stories,All Stories,All Stories
395,ru.filters.sort.recent,Recent,Recent
396,ru.filters.sort.reads,Views,Views
397,ru.filters.sort.likes,Likes,Likes
398,ru.filters.category_header,Category,Category
399,ru.filters.category_title,View stories that belong to a category,View stories that belong to a category
400,ru.filters.theme_header,Theme,Theme
401,ru.filters.theme_title,View stories that belong to a theme,View stories that belong to a theme
402,ru.filters.language_header,Language,Language
403,ru.filters.language_title,View stories that are written in a particular language,View stories that are written in a particular language
404,ru.filters.search,Find a Story,Find a Story
405,ru.filters.following,Following,Following
406,ru.filters.following_title,View stories of users that you are following,View stories of users that you are following
407,ru.filters.following_title_active,Remove Following filter,Remove Following filter
408,ru.filters.not_published,Not Published,Not Published
409,ru.filters.not_published_title,View stories that are not published,View stories that are not published
410,ru.filters.not_published_title_active,Show all stories,Show all stories
411,ru.tokeninput.searchingText,Searching...,Searching...
412,ru.tokeninput.tag.hintText,Search for an existing tag or enter a new tag,Search for an existing tag or enter a new tag
413,ru.tokeninput.tag.noResultsText,No matches found. Press 'Enter' to save this new tag.,No matches found. Press 'Enter' to save this new tag.
414,ru.tokeninput.collaborator.hintText,Search for an existing user or enter the email address for a new user,Search for an existing user or enter the email address for a new user
415,ru.tokeninput.collaborator.noResultsText,No matches found. Press 'Enter' to add this email address to the list of invited collaborators.,No matches found. Press 'Enter' to add this email address to the list of invited collaborators.
416,ru.layouts.unsupported_browser.title,Unsupported Browser,Unsupported Browser
417,ru.layouts.unsupported_browser.video,Your browser does not support this video.,Your browser does not support this video.
418,ru.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,We are sorry to report that your browser is out of date and will not properly render the content from this website.
419,ru.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.","On the bright side, there are several free browsers that you can download that are compatible with this site."
420,ru.layouts.unsupported_browser.chrome,Chrome,Chrome
421,ru.layouts.unsupported_browser.firefox,Firefox,Firefox
422,ru.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (Windows only)
423,ru.layouts.unsupported_browser.opera,Opera,Opera
424,ru.layouts.unsupported_browser.Safari,Safari,Safari
425,ru.layouts.unsupported_browser.admin,Admin,Admin
426,ru.layouts.unsupported_browser.sign_out,Sign Out,Sign Out
427,ru.layouts.unsupported_browser.js_link_title,JumpStart Georgia - We communicate data better!,JumpStart Georgia - We communicate data better!
428,ru.layouts.unsupported_browser.js_link_text,Built by,Built by
429,ru.layouts.reviewer.copy,Copy To Clipboard...,Copy To Clipboard...
430,ru.layouts.reviewer.copied,Copied!,Copied!
431,ru.shared.grid.no_stories,Oh no - no stories could be found!,Oh no - no stories could be found!
432,ru.admin.index.title,Administration Section,Administration Section
433,ru.admin.index.users,Users,Users
434,ru.admin.users.edit.title,Editing User,Editing User
435,ru.admin.users.index.title,Users,Users
436,ru.admin.users.new.title,New User,New User
437,ru.admin.users.show.title,User Details,User Details
438,ru.root.index,,
439,ru.root.about.title,About Chai Khana,About Chai Khana
440,ru.root.embed.home_link,Built on Chai Khana,Built on Chai Khana
441,ru.stories.index,,
442,ru.stories.new.title,Story Settings Form,Story Settings Form
443,ru.stories.edit.title,Story Settings Form,Story Settings Form
444,ru.stories.form.placeholder.title,Title of Story,Title of Story
445,ru.stories.form.placeholder.permalink,URL to the story,URL to the story
446,ru.stories.form.placeholder.author,Author(s) of the article,Author(s) of the article
447,ru.stories.form.placeholder.media_author,Author(s) of photos and/or videos,Author(s) of photos and/or videos
448,ru.stories.form.placeholder.translation_author,Author(s) that translated the story into this language,Author(s) that translated the story into this language
449,ru.stories.form.hint.title,Story title will appear at the top of your story,Story title will appear at the top of your story
450,ru.stories.form.hint.permalink,"The default URL is the title of the story, but you can change it if desired","The default URL is the title of the story, but you can change it if desired"
451,ru.stories.form.hint.author,Select the author(s) of the story to allow the story to appear on their webpage.,Select the author(s) of the story to allow the story to appear on their webpage.
452,ru.stories.form.hint.media_author,Author names will appear below the Story Author names,Author names will appear below the Story Author names
453,ru.stories.form.hint.translation_author,Author names will appear below the Photo and Video Author names,Author names will appear below the Photo and Video Author names
454,ru.stories.form.hint.published,Published stories are available for the world to view,Published stories are available for the world to view
455,ru.stories.form.hint.publish_home_page,"If checked, your published story will appear on the site's homepage","If checked, your published story will appear on the site's homepage"
456,ru.stories.form.hint.template,Choose template to apply styling to story,Choose template to apply styling to story
457,ru.stories.form.hint.thumbnail,Image that is used to show the story on the home page when the story is published (jpg and png only; 4MB file size limit),Image that is used to show the story on the home page when the story is published (jpg and png only; 4MB file size limit)
458,ru.stories.form.hint.editor,Person that created the story record in this website,Person that created the story record in this website
459,ru.stories.form.hint.editors,Select people that you want to give access to edit the story,Select people that you want to give access to edit the story
460,ru.stories.form.hint.about,Short summary of story that will be used on the home page and when you story is shared,Short summary of story that will be used on the home page and when you story is shared
461,ru.stories.form.hint.locale,Select the language of your story. Allows users to filter stories by a language.,Select the language of your story. Allows users to filter stories by a language.
462,ru.stories.form.hint.categories,Select the category(s) your story belongs to.  Allows users to filter stories by a category.,Select the category(s) your story belongs to.  Allows users to filter stories by a category.
463,ru.stories.form.hint.tag_list,"Enter text to find existing tags.  If your tag does not exist yet, press 'Enter' to add the new tag to the list.","Enter text to find existing tags.  If your tag does not exist yet, press 'Enter' to add the new tag to the list."
464,ru.stories.form.hint.story_type,Select the type of your story.,Select the type of your story.
465,ru.stories.form.hint.theme,Select the theme(s) your story belongs to.,Select the theme(s) your story belongs to.
466,ru.stories.form.hint.in_theme_slider,"If checked, this story will appear in the slider at the top of the theme page.","If checked, this story will appear in the slider at the top of the theme page."
467,ru.stories.collaborators.title,Collaborators for '%{title}',Collaborators for '%{title}'
468,ru.stories.collaborators.owner_header,Story Author,Story Author
469,ru.stories.collaborators.collaborators_header,Story Collaborators,Story Collaborators
470,ru.stories.collaborators.explanation,A story collaborator is someone that has access to edit this story.,A story collaborator is someone that has access to edit this story.
471,ru.stories.collaborators.editors_header,Editors,Editors
472,ru.stories.collaborators.editor_explanation,An Editor has access to add/edit the story and translate the story into any language. An Editor can also add collaborators and publish the story.,An Editor has access to add/edit the story and translate the story into any language. An Editor can also add collaborators and publish the story.
473,ru.stories.collaborators.translators_header,Translators,Translators
474,ru.stories.collaborators.translator_explanation,"A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story.","A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story."
475,ru.stories.collaborators.remove_title,Remove %{name},Remove %{name}
476,ru.stories.collaborators.not_accepted_title,%{name} has not accepted the invitation yet,%{name} has not accepted the invitation yet
477,ru.stories.collaborators.add_header,Add Collaborators,Add Collaborators
478,ru.stories.collaborators.add_explanation,"For the users you enter below, an email will be sent inviting them to be a collaborator on this story.","For the users you enter below, an email will be sent inviting them to be a collaborator on this story."
479,ru.stories.collaborators.editor_label,Enter the names or email addresses of the editors,Enter the names or email addresses of the editors
480,ru.stories.collaborators.language_label,Select the translation language(s),Select the translation language(s)
481,ru.stories.collaborators.translator_label,Enter the name or email address of the translator,Enter the name or email address of the translator
482,ru.stories.collaborators.translator_add,Add Another Translator,Add Another Translator
483,ru.stories.collaborators.translator_remove,Remove Translator,Remove Translator
484,ru.stories.collaborators.message,Add Message to Notification (optional),Add Message to Notification (optional)
485,ru.stories.collaborators.submit,Send Collaboration Invitation,Send Collaboration Invitation
486,ru.stories.media.form_title,Full-Screen Media Slideshow Form,Full-Screen Media Slideshow Form
487,ru.stories.media.left,Left,Left
488,ru.stories.media.center,Center,Center
489,ru.stories.media.right,Right,Right
490,ru.stories.media.image,Image,Image
491,ru.stories.media.video,Video,Video
492,ru.stories.media.floating,Floating,Floating
493,ru.stories.media.fixed,Fixed,Fixed
494,ru.stories.media.placeholder.title,Media title,Media title
495,ru.stories.media.placeholder.caption,Caption text,Caption text
496,ru.stories.media.placeholder.source,Source of the image/video,Source of the image/video
497,ru.stories.media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
498,ru.stories.media.hint.media_type,"For videos, an image is necessary because videos are not loaded on mobile devices.","For videos, an image is necessary because videos are not loaded on mobile devices."
499,ru.stories.media.hint.caption,"Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden.","Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden."
500,ru.stories.media.hint.source,"Source of the image/video, appears in the bottom-right corner","Source of the image/video, appears in the bottom-right corner"
501,ru.stories.media.hint.image,Only jpg format allowed; 4MB file size limit,Only jpg format allowed; 4MB file size limit
502,ru.stories.media.hint.video,"Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes.","Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes."
503,ru.stories.media.hint.caption_align,The Caption text will appear on top of the image/video (appears on the left by default) ,The Caption text will appear on top of the image/video (appears on the left by default) 
504,ru.stories.media.hint.infobox_type,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video
505,ru.stories.media.hint.video_loop,"If checked, the video will loop infinitly, otherwise the video will not loop","If checked, the video will loop infinitly, otherwise the video will not loop"
506,ru.stories.section.form_title,Section Form,Section Form
507,ru.stories.section.yes,Yes,Yes
508,ru.stories.section.no,No,No
509,ru.stories.section.placeholder.title,Section title,Section title
510,ru.stories.section.hint.title,"This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut","This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut"
511,ru.stories.section.hint.type,Selecting this type determines what kind of information you can add into this section,Selecting this type determines what kind of information you can add into this section
