Line #,Key,en Version,ru Translation
490,ru.stories.collaborators.translator_explanation,"A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story.","A Translator has access to translate the story into a specific language(s). A Translator does not have the ability to edit the original story, add collaborators or publish the story."
491,ru.stories.collaborators.remove_title,Remove %{name},Remove %{name}
492,ru.stories.collaborators.not_accepted_title,%{name} has not accepted the invitation yet,%{name} has not accepted the invitation yet
493,ru.stories.collaborators.add_header,Add Collaborators,Add Collaborators
494,ru.stories.collaborators.add_explanation,"For the users you enter below, an email will be sent inviting them to be a collaborator on this story.","For the users you enter below, an email will be sent inviting them to be a collaborator on this story."
495,ru.stories.collaborators.editor_label,Enter the names or email addresses of the editors,Enter the names or email addresses of the editors
496,ru.stories.collaborators.language_label,Select the translation language(s),Select the translation language(s)
497,ru.stories.collaborators.translator_label,Enter the name or email address of the translator,Enter the name or email address of the translator
498,ru.stories.collaborators.translator_add,Add Another Translator,Add Another Translator
499,ru.stories.collaborators.translator_remove,Remove Translator,Remove Translator
500,ru.stories.collaborators.message,Add Message to Notification (optional),Add Message to Notification (optional)
501,ru.stories.collaborators.submit,Send Collaboration Invitation,Send Collaboration Invitation
502,ru.stories.media.form_title,Full-Screen Media Slideshow Form,Full-Screen Media Slideshow Form
503,ru.stories.media.left,Left,Left
504,ru.stories.media.center,Center,Center
505,ru.stories.media.right,Right,Right
506,ru.stories.media.image,Image,Image
507,ru.stories.media.video,Video,Video
508,ru.stories.media.floating,Floating,Floating
509,ru.stories.media.fixed,Fixed,Fixed
510,ru.stories.media.placeholder.title,Media title,Media title
511,ru.stories.media.placeholder.caption,Caption text,Caption text
512,ru.stories.media.placeholder.source,Source of the image/video,Source of the image/video
513,ru.stories.media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
514,ru.stories.media.hint.media_type,"For videos, an image is necessary because videos are not loaded on mobile devices.","For videos, an image is necessary because videos are not loaded on mobile devices."
515,ru.stories.media.hint.caption,"Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden.","Caption text will appear on top of the image/video. If this is the first item in the story, the caption text is hidden."
516,ru.stories.media.hint.source,"Source of the image/video, appears in the bottom-right corner","Source of the image/video, appears in the bottom-right corner"
517,ru.stories.media.hint.image,Only jpg format allowed; 4MB file size limit,Only jpg format allowed; 4MB file size limit
518,ru.stories.media.hint.video,"Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes.","Only mp4, mov, webm, ogv, flv, avi and wmv formats accepted; 25MB file size limit. After videos are uploaded they must be processed before they are available for viewing. You will receive a notification when the processing is complete, typically within a few minutes."
519,ru.stories.media.hint.caption_align,The Caption text will appear on top of the image/video (appears on the left by default) ,The Caption text will appear on top of the image/video (appears on the left by default) 
520,ru.stories.media.hint.infobox_type,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video,The Caption text can float on top of the image/video or can be fixed at the bottom of the image/video
521,ru.stories.media.hint.video_loop,"If checked, the video will loop infinitly, otherwise the video will not loop","If checked, the video will loop infinitly, otherwise the video will not loop"
522,ru.stories.section.form_title,Section Form,Section Form
523,ru.stories.section.yes,Yes,Yes
524,ru.stories.section.no,No,No
525,ru.stories.section.placeholder.title,Section title,Section title
526,ru.stories.section.hint.title,"This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut","This text appears in the left sidebar and, if Navigation Shortcut is selected, will appear as the title text for the shortcut"
527,ru.stories.section.hint.type,Selecting this type determines what kind of information you can add into this section,Selecting this type determines what kind of information you can add into this section
528,ru.stories.section.hint.has_marker,"If checked, there will be a navigation shortcut link to go to this section","If checked, there will be a navigation shortcut link to go to this section"
529,ru.stories.section.hint.audio,Background audio to play while this section is in view (mp3 format only; 10mb file size limit),Background audio to play while this section is in view (mp3 format only; 10mb file size limit)
530,ru.stories.section.hint.delete_audio,"If checked, the Audio Track will be deleted","If checked, the Audio Track will be deleted"
531,ru.stories.content.form_title,Text Form,Text Form
532,ru.stories.content.placeholder.title,Text title,Text title
533,ru.stories.content.placeholder.caption,optional,optional
534,ru.stories.content.placeholder.sub_caption,optional,optional
535,ru.stories.content.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
536,ru.stories.content.hint.caption,Heading of text will appear at the top of the section,Heading of text will appear at the top of the section
537,ru.stories.content.hint.sub_caption,Subheading of text will appear below the Heading,Subheading of text will appear below the Heading
538,ru.stories.content.hint.content,"Text can include html, css styling and images","Text can include html, css styling and images"
539,ru.stories.reviewer_key.title,Private URL,Private URL
540,ru.stories.reviewer_key.desc,"You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it.","You can copy and share the following URL with whomever you want to review '%{title}' before it is published. These people will have the ability to read your story, but not edit it."
541,ru.stories.slideshow.form_title,Image Slideshow Form,Image Slideshow Form
542,ru.stories.slideshow.add_image,Add Image,Add Image
543,ru.stories.slideshow.placeholder.title,Slideshow Title,Slideshow Title
544,ru.stories.slideshow.placeholder.caption,optional,optional
545,ru.stories.slideshow.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
546,ru.stories.slideshow.hint.caption,Heading will appear at the top of the slideshow,Heading will appear at the top of the slideshow
547,ru.stories.asset_fields.remove_image,Remove,Remove
548,ru.stories.asset_fields.placeholder.caption,optional,optional
549,ru.stories.asset_fields.placeholder.source,optional,optional
550,ru.stories.asset_fields.hint.caption,Image Description will appear below the image,Image Description will appear below the image
551,ru.stories.asset_fields.hint.source,Source will appear below the Image Description,Source will appear below the Image Description
552,ru.stories.asset_fields.hint.asset,Only jpg and png format allowed; 4MB file size limit,Only jpg and png format allowed; 4MB file size limit
553,ru.stories.asset_fields.label.caption,Image Description,Image Description
554,ru.stories.asset_fields.label.source,Image Source,Image Source
555,ru.stories.embed_media.form_title,Embed Online Media Form,Embed Online Media Form
556,ru.stories.embed_media.get_media,Get Online Media,Get Online Media
557,ru.stories.embed_media.preview,Preview of Online Media,Preview of Online Media
558,ru.stories.embed_media.error,The URL could not be processed. Please try again.,The URL could not be processed. Please try again.
559,ru.stories.embed_media.placeholder.title,Embed Online Media Title,Embed Online Media Title
560,ru.stories.embed_media.placeholder.url,Url to online media,Url to online media
561,ru.stories.embed_media.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
562,ru.stories.embed_media.hint.url,"The following sites can be used for embeding online media: AUDIO: Soundcloud, Spotify; VIDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED","The following sites can be used for embeding online media: AUDIO: Soundcloud, Spotify; VIDEO: YouTube, Vimeo, Twitch.TV, Dotsub, Dailymotion, LiveLeak, Vine, TED"
563,ru.stories.youtube.form_title,YouTube Video Form,YouTube Video Form
564,ru.stories.youtube.get_media,Get Youtube Video,Get Youtube Video
565,ru.stories.youtube.preview,Preview of YouTube Video,Preview of YouTube Video
566,ru.stories.youtube.error,The URL could not be processed. Please try again.,The URL could not be processed. Please try again.
567,ru.stories.youtube.placeholder.title,YouTube Title,YouTube Title
568,ru.stories.youtube.placeholder.url,Url to YouTube video,Url to YouTube video
569,ru.stories.youtube.hint.title,"This text only appears in the left sidebar, it will not show up in the story","This text only appears in the left sidebar, it will not show up in the story"
570,ru.stories.youtube.hint.url,Copy a YouTube URL and paste it here,Copy a YouTube URL and paste it here
571,ru.stories.youtube.hint.fullscreen,"If checked, the video will take up the entire screen","If checked, the video will take up the entire screen"
572,ru.stories.youtube.hint.loop,"If checked, the video will loop over and over","If checked, the video will loop over and over"
573,ru.stories.youtube.hint.info,"If checked, the title bar will be shown on top of the video","If checked, the title bar will be shown on top of the video"
574,ru.stories.youtube.hint.cc,"If checked, the video subtitles will be shown by default","If checked, the video subtitles will be shown by default"
575,ru.stories.youtube.hint.menu_lang,Language of the YouTube menu/controls,Language of the YouTube menu/controls
576,ru.stories.youtube.hint.cc_lang,Language of the subtitles to show by default,Language of the subtitles to show by default
577,ru.storyteller.byline,By,By
578,ru.storyteller.byline_media,Photos and videos by ,Photos and videos by 
579,ru.storyteller.byline_translator,Translated by ,Translated by 
580,ru.storyteller.source,Source:,Source:
581,ru.storyteller.by,by,by
582,ru.storyteller.related_stories,Related Stories,Related Stories
583,ru.storyteller.view_all_stories_in,View all stories in,View all stories in
584,ru.settings.index.title,Settings,Settings
585,ru.settings.index.facebook_avatar,This is your avatar from Facebook.,This is your avatar from Facebook.
586,ru.settings.index.use_facebook_avatar,Use Facebook Avatar,Use Facebook Avatar
587,ru.settings.index.hint.about,Short summary about yourself.  This will be shown with the stories that you publish.,Short summary about yourself.  This will be shown with the stories that you publish.
588,ru.settings.index.hint.default_story_locale,Select the language you want to use by default when creating a new story.,Select the language you want to use by default when creating a new story.
589,ru.settings.index.submit,Save Settings,Save Settings
590,ru.settings.invitations.title,Collaboration Invitations,Collaboration Invitations
591,ru.settings.invitations.no_invitations,At this time you have no invitations waiting for you.,At this time you have no invitations waiting for you.
592,ru.settings.invitations.accept_link,Accept,Accept
593,ru.settings.invitations.decline_link,Decline,Decline
594,ru.settings.invitations.header_date,Date Sent,Date Sent
595,ru.settings.invitations.header_story,Story Title,Story Title
596,ru.settings.invitations.header_role,Role,Role
597,ru.settings.invitations.header_from,Sent By,Sent By
598,ru.settings.notifications.title,Notifications,Notifications
599,ru.settings.notifications.explain,You can receive email notifications whenever new stories are published on Chai Khana! Simply sign in to subscribe.,You can receive email notifications whenever new stories are published on Chai Khana! Simply sign in to subscribe.
600,ru.settings.notifications.all_sub_title,All Notifications,All Notifications
601,ru.settings.notifications.all_label,Do you want to recieve any notifications from Chai Khana?,Do you want to recieve any notifications from Chai Khana?
602,ru.settings.notifications.all_no,"No, do not send me any notifications.","No, do not send me any notifications."
603,ru.settings.notifications.all_yes,"Yes, I want notifications sent to me.","Yes, I want notifications sent to me."
604,ru.settings.notifications.story_comment_sub_title,New Story Comment Notifications,New Story Comment Notifications
605,ru.settings.notifications.story_comment_label,Do you want to recieve notifications when a comment is made to one of your stories?,Do you want to recieve notifications when a comment is made to one of your stories?
606,ru.settings.notifications.story_comment_no,"No, do not send me any notifications.","No, do not send me any notifications."
607,ru.settings.notifications.story_comment_yes,"Yes, I want notifications sent to me.","Yes, I want notifications sent to me."
608,ru.settings.notifications.new_themes_sub_title,New Theme Notifications,New Theme Notifications
609,ru.settings.notifications.new_themes_all,Notify me when any theme is added.,Notify me when any theme is added.
610,ru.settings.notifications.new_themes_none,I do not want to receive notifications when a new theme is added.,I do not want to receive notifications when a new theme is added.
611,ru.settings.notifications.new_stories_by_category,Notify me when a story is added to:,Notify me when a story is added to:
612,ru.settings.notifications.language_sub_title,Notification Language,Notification Language
613,ru.settings.notifications.language_label,In what language do you want to receive the notifications?,In what language do you want to receive the notifications?
614,ru.settings.notifications.following_sub_title,Chai Khana Users You Are Following,Chai Khana Users You Are Following
615,ru.settings.notifications.following_label,"You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image.","You will receive notifications whenever a user you are following publishes a story. To not receive notifications from a user, unfollow them by clicking on their image."
616,ru.settings.notifications.following_not,"At this time, you are not following any users.","At this time, you are not following any users."
617,ru.settings.notifications.following_title1,Click to unfollow '%{name}',Click to unfollow '%{name}'
618,ru.settings.notifications.following_title2,Click to follow '%{name}',Click to follow '%{name}'
619,ru.settings.notifications.submit,Save Settings,Save Settings
620,ru.imageuploader.missing,An error occurred while processing your image. Please try again.,An error occurred while processing your image. Please try again.
621,ru.imageuploader.invalid_type,Invalid file type. Only .jpg or .png is allowed.,Invalid file type. Only .jpg or .png is allowed.
622,ru.imageuploader.size_limit,Image file size is limited to 4MB,Image file size is limited to 4MB
623,ru.devise.mailer.reset_password_instructions.title,Hello %{nickname}!,Hello %{nickname}!
624,ru.devise.mailer.reset_password_instructions.p1,"Someone has requested a link to change your password on Chai Khana, and you can do this through the link below.","Someone has requested a link to change your password on Chai Khana, and you can do this through the link below."
625,ru.devise.mailer.reset_password_instructions.link_title,Change my password,Change my password
626,ru.devise.mailer.reset_password_instructions.p2,"If you didn't request this, please ignore this email.","If you didn't request this, please ignore this email."
627,ru.devise.mailer.reset_password_instructions.p3,Your password won't change until you access the link above and create a new one.,Your password won't change until you access the link above and create a new one.
